2024-07-11 00:11:04.725 | main                           | INFO  | org.quartz.core.QuartzScheduler                                         -  Scheduler quartzScheduler_$_NON_CLUSTERED started.
2024-07-11 00:11:04.741 | main                           | INFO  | com.example.finalproject.FinalProjectApplication                        -  Started FinalProjectApplication in 10.363 seconds (process running for 11.307)
2024-07-11 00:11:22.091 | http-nio-8080-exec-1           | INFO  | org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]         -  Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-07-11 00:11:22.091 | http-nio-8080-exec-1           | INFO  | org.springframework.web.servlet.DispatcherServlet                       -  Initializing Servlet 'dispatcherServlet'
2024-07-11 00:11:22.094 | http-nio-8080-exec-1           | INFO  | org.springframework.web.servlet.DispatcherServlet                       -  Completed initialization in 3 ms
2024-07-11 00:11:22.203 | http-nio-8080-exec-1           | INFO  | com.example.finalproject.controller.ProductController                   -  -- Request to endpoint -- findProductsByFilter 
2024-07-11 00:11:22.203 | http-nio-8080-exec-1           | INFO  | com.example.finalproject.controller.ProductController                   -  -- Request parameters CategoryId = 1  minPrice = 10.22 maxPrice = 20 hasDiscount = true sortString = name,desc
2024-07-11 00:11:22.213 | http-nio-8080-exec-1           | INFO  | com.example.finalproject.service.ProductService                         -  --- Execute service method  findProductsByFilter with parameters minPrice = 10.22 maxPrice = 20
2024-07-11 00:11:22.213 | http-nio-8080-exec-1           | INFO  | com.example.finalproject.service.ProductService                         -  --- isDiscount = true sort = name,desc
2024-07-11 00:11:34.790 | scheduling-1                   | INFO  | com.example.finalproject.scheduler.OrderStatusScheduler                 -  Number of orders updated: 0
2024-07-11 00:11:34.861 | scheduling-1                   | INFO  | com.example.finalproject.scheduler.OrderStatusScheduler                 -  All orders are delivered. Scheduler stopped.
2024-07-11 00:11:43.675 | http-nio-8080-exec-3           | INFO  | com.example.finalproject.controller.ProductController                   -  -- Request to endpoint -- profit 
2024-07-11 00:11:43.676 | http-nio-8080-exec-3           | INFO  | com.example.finalproject.controller.ProductController                   -  -- Request parameters PeriodType  = WEEK Interval =  5
2024-07-11 00:11:43.677 | http-nio-8080-exec-3           | INFO  | com.example.finalproject.service.ProductService                         -  --- Execute service method  findProductProfit with parameters period = WEEK  interval = 5
2024-07-11 13:33:36.743 | SpringApplicationShutdownHook  | INFO  | org.quartz.core.QuartzScheduler                                         -  Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2024-07-11 13:33:36.762 | SpringApplicationShutdownHook  | INFO  | org.springframework.scheduling.quartz.SchedulerFactoryBean              -  Shutting down Quartz Scheduler
2024-07-11 13:33:36.762 | SpringApplicationShutdownHook  | INFO  | org.quartz.core.QuartzScheduler                                         -  Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
2024-07-11 13:33:36.762 | SpringApplicationShutdownHook  | INFO  | org.quartz.core.QuartzScheduler                                         -  Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2024-07-11 13:33:36.762 | SpringApplicationShutdownHook  | INFO  | org.quartz.core.QuartzScheduler                                         -  Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
2024-07-11 13:33:36.769 | SpringApplicationShutdownHook  | INFO  | org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean      -  Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-11 13:33:36.781 | SpringApplicationShutdownHook  | INFO  | com.zaxxer.hikari.HikariDataSource                                      -  HikariPool-1 - Shutdown initiated...
2024-07-11 13:33:36.806 | SpringApplicationShutdownHook  | INFO  | com.zaxxer.hikari.HikariDataSource                                      -  HikariPool-1 - Shutdown completed.
